
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:48:28.833727, QUIZ, START, 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:48:52.697306, QUESTION 1, SUBMIT, answer=A; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:49:09.608212, QUESTION 2, SUBMIT, answer=A; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:49:28.528811, QUESTION 3, SUBMIT, answer=A; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:49:43.065614, QUESTION 4, SUBMIT, answer=A; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:50:07.359054, QUESTION 5, SUBMIT, answer=B; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:50:32.309066, QUESTION 6, SUBMIT, answer=25; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:50:47.260870, QUESTION 7, SUBMIT, answer=B; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:51:54.108906, QUESTION 8, SUBMIT, answer=35; correct=False; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:53:54.300753, QUESTION 9, SUBMIT, answer=1; correct=False; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:54:08.653678, QUESTION 10, SUBMIT, answer=3; correct=False; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:54:37.575564, QUESTION 11, SUBMIT, answer=2; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:54:48.130227, QUESTION 12, SUBMIT, answer=1; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:54:55.041494, QUESTION 13, SUBMIT, answer=1; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:55:00.129841, QUESTION 14, SUBMIT, answer=1; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:55:08.521626, QUESTION 15, SUBMIT, answer=GB; correct=False; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:55:45.654140, QUESTION 16, SUBMIT, answer=JP; correct=True; graph=line; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:55:57.904226, QUESTION 17, SUBMIT, answer=GER; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:56:07.959116, QUESTION 18, SUBMIT, answer=GER; correct=True; graph=area; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:56:22.402317, QUESTION 19, SUBMIT, answer=No; correct=False; graph=mix; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:56:30.072111, QUESTION 20, SUBMIT, answer=No; correct=True; graph=mix; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:56:38.792437, QUESTION 21, SUBMIT, answer=area; correct=False; graph=N/A; 
f48025da-77fa-441a-8dce-bf8819003055, 2023-12-09 15:56:38.793436, QUIZ, END, 
